extended link role,definition,prefix,name,label,depth,order,priority,parent,arcrole,systemid
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentForContingentConsiderationLiabilityInvestingActivities,"Payment for Contingent Consideration Liability, Investing Activities",3,91.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,"Proceeds from Equity Method Investment, Distribution, Return of Capital",3,92.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,RepaymentsOfAdvancesForConstruction,"Payment for Advance for Construction, Investing Activity",3,92.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfForeclosedAssets,Proceeds from Sale of Foreclosed Assets,3,93.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,AssetRetirementObligationCashPaidToSettle,"Asset Retirement Obligation, Cash Paid to Settle",3,93.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfWhollyOwnedRealEstateAndRealEstateAcquiredInSettlementOfLoans,Proceeds from Sale of Wholly Owned Real Estate and Real Estate Acquired in Settlement of Loans,3,94.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,LiabilityForAsbestosAndEnvironmentalClaimsGrossPaymentForClaims,"Liability for Asbestos and Environmental Claims, Gross, Payment for Claims",3,94.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromLeasePaymentSalesTypeAndDirectFinancingLeasesInvestingActivity,"Proceeds from Lease Payment, Sales-Type and Direct Financing Leases, Investing Activity",3,95.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,LiabilityForAsbestosAndEnvironmentalClaimsNetPaymentForClaims,"Liability for Asbestos and Environmental Claims, Net, Payment for Claims",3,95.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDistributionOfRestrictedCashFromPollutionControlBond,Proceeds from Distribution of Restricted Cash from Pollution Control Bond,3,96.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,LossContingencyAccrualPayments,"Loss Contingency Accrual, Payments",3,96.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromAdvancesForConstruction,"Proceeds from Advance for Construction, Investing Activity",3,97.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,AccrualForEnvironmentalLossContingenciesPayments1,"Accrual for Environmental Loss Contingencies, Payments",3,97.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromContributionInAidOfConstruction,"Proceeds from Contribution in Aid of Construction, Investing Activity",3,98.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,LiabilitiesSubjectToCompromisePaymentsUnderBankruptcyCourtOrderForFreightAndDistributionCosts,"Liabilities Subject to Compromise, Payments under Bankruptcy Court Order for Freight and Distribution Costs",3,98.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromInsuranceSettlementInvestingActivities,"Proceeds from Insurance Settlement, Investing Activities",3,99.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,LiabilitiesSubjectToCompromisePaymentsUnderBankruptcyCourtOrderForOtherLiabilities,"Liabilities Subject to Compromise, Payments under Bankruptcy Court Order for Other Liabilities",3,99.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromPreviousAcquisition,Proceeds from Previous Acquisition,3,100.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,LiabilitiesSubjectToCompromisePaymentsUnderBankruptcyCourtOrderForResolutionsOfContingenciesSubjectToChapter11,"Liabilities Subject to Compromise, Payments under Bankruptcy Court Order for Resolutions of Contingencies Subject to Chapter 11",3,100.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,CashAcquiredFromAcquisition,Cash Acquired from Acquisition,3,101.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRestructuring,Payments for Restructuring,3,101.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanBenefitObligationContributionsByPlanParticipant,"Defined Benefit Plan, Benefit Obligation, Contributions by Plan Participant",3,102.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForAffordableHousingPrograms,Payments for Affordable Housing Programs,3,102.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,LossContingencyReceivableProceeds,"Loss Contingency, Receivable, Proceeds",3,103.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SeparateAccountLiabilityBenefitPayment,"Separate Account, Liability, Benefit Payment",3,103.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FinancialGuaranteeInsuranceContractsPremiumReceivableProceedsFromPremiumsReceived,"Financial Guarantee Insurance Contracts, Premium Receivable, Proceeds from Premiums Received",3,104.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PolicyholderAccountBalanceBenefitPayment,"Policyholder Account Balance, Benefit Payment",3,104.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SeparateAccountLiabilityPremium,"Separate Account, Liability, Premium",3,105.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,Payments for Repurchase of Redeemable Noncontrolling Interest,3,105.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SeparateAccountLiabilityDeposit,"Separate Account, Liability, Deposit",3,106.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfTrustPreferredSecurities,Payments for Repurchase of Trust Preferred Securities,3,106.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SeparateAccountLiabilityPremiumAndDeposit,"Separate Account, Liability, Premium and Deposit",3,107.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfRedeemablePreferredStock,Payments for Repurchase of Redeemable Preferred Stock,3,107.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PolicyholderAccountBalancePremiumReceived,"Policyholder Account Balance, Premium Received",3,108.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfRedeemableConvertiblePreferredStock,Payments for Repurchase of Redeemable Convertible Preferred Stock,3,108.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromRentsReceived,Proceeds from Rents Received,3,109.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfEquity,Payments for Repurchase of Equity,3,109.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollaborators,Proceeds from Collaborators,3,110.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfCommonStock,Payments for Repurchase of Common Stock,3,110.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDepositsFromCustomers,Proceeds from Deposits from Customers,3,111.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,Payments for Repurchase of Preferred Stock and Preference Stock,3,111.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromOtherOperatingActivities,Proceeds from Other Operating Activities,3,112.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfConvertiblePreferredStock,Payments for Repurchase of Convertible Preferred Stock,3,112.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromLegalSettlements,Proceeds from Legal Settlements,3,113.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfPrivatePlacement,Payments for Repurchase of Private Placement,3,113.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromIncomeTaxRefunds,Proceeds from Income Tax Refunds,3,114.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfInitialPublicOffering,Payments for Repurchase of Initial Public Offering,3,114.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromInterestAndDividendsReceived,Proceeds from Interest and Dividends Received,3,115.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfWarrants,Payments for Repurchase of Warrants,3,115.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfSecuritiesOperatingActivities,"Proceeds from Sale of Securities, Operating Activities",3,116.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForRepurchaseOfOtherEquity,Payments for Repurchase of Other Equity,3,116.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDepositsWithOtherInstitutions,Proceeds from Deposits with Other Institutions,3,117.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfDividends,Payments of Dividends,3,117.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromGrantors,Proceeds from Grantors,3,118.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfOrdinaryDividends,Payments of Ordinary Dividends,3,118.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromLeasePayments,"Proceeds from Lease Payment, Operating Activity",3,119.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfDividendsCommonStock,"Payments of Ordinary Dividends, Common Stock",3,119.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfOtherAssets1,Proceeds from Sale of Other Assets,3,120.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfDividendsPreferredStockAndPreferenceStock,"Payments of Ordinary Dividends, Preferred Stock and Preference Stock",3,120.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromRoyaltiesReceived,Proceeds from Royalties Received,3,121.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfDividendsMinorityInterest,"Payments of Ordinary Dividends, Noncontrolling Interest",3,121.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCustomersForProgressPayments,Proceeds from Customers for Progress Payments,3,122.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfCapitalDistribution,Payments of Capital Distribution,3,122.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfRealEstate,Proceeds from Sale of Real Estate,3,123.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,"Distribution Made to Limited Liability Company (LLC) Member, Cash Distributions Paid",3,123.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfMortgageLoansHeldForSale,"Proceeds from Collection, Loan, Mortgage, Held-for-Sale",3,124.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DistributionMadeToLimitedPartnerCashDistributionsPaid,"Distribution Made to Limited Partner, Cash Distributions Paid",3,124.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDividendsReceived,Proceeds from Dividends Received,3,125.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,OriginationOfLoansToEmployeeStockOwnershipPlans,Origination of Loans to Employee Stock Ownership Plans,3,125.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromInsuranceSettlementOperatingActivities,"Proceeds from Insurance Settlement, Operating Activities",3,126.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,OperatingLeasePaymentsUse,"Operating Lease, Payments, Use",3,126.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromLicenseFeesReceived,Proceeds from License Fees Received,3,127.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,OriginationOfLoanToPurchaseCommonStock,Origination of Loan to Purchase Common Stock,3,127.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromLoans,Proceeds from Loans,3,128.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfDerivativeIssuanceCosts,Payments of Derivative Issuance Costs,3,128.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfTrustAssetsToPayExpenses,Proceeds from Sale of Trust Assets to Pay Expenses,3,129.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfDebtRestructuringCosts,Payments of Debt Restructuring Costs,3,129.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCommissionsReceived,Proceeds from Commissions Received,3,130.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfDebtExtinguishmentCosts,Payment for Debt Extinguishment or Debt Prepayment Cost,3,130.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCustomers,Proceeds from Customers,3,131.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForLeasingCostsCommissionsAndTenantImprovements,"Payments for Leasing Costs, Commissions, and Tenant Improvements",3,131.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromFeesReceived,Proceeds from Fees Received,3,132.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,"Payment, Tax Withholding, Share-Based Payment Arrangement",3,132.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromInterestReceived,Proceeds from Interest Received,3,133.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForLeasingCosts,Payments for Leasing Costs,3,133.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromRefundsFromSuppliersOfMaterial,Proceeds from Refunds from Suppliers of Material,3,134.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfDistributionsToAffiliates,Payments of Distributions to Affiliates,3,134.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromMaturitiesPrepaymentsAndCallsOfSecuritiesOperatingActivities,"Proceeds from Maturities, Prepayments and Calls of Securities, Operating Activities",3,135.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForTenantImprovements,Payments for Tenant Improvements,3,135.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfMortgageLoansHeldForSale,"Proceeds from Sale, Loan, Mortgage, Held-for-Sale",3,136.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsOfMergerRelatedCostsFinancingActivities,"Payments of Merger Related Costs, Financing Activities",3,136.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromInsurancePremiumsCollected,Proceeds from Insurance Premiums Collected,3,137.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForLeaseCommissions,Payments for Lease Commissions,3,137.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
